url,chunk_id,content
https://handbook.gitlab.com/handbook/values/,10,"less likely to be repeated by someone else. Mistakes can include when you have not been kind to someone. In order to reinforce our values, it is important, and takes more courage, to apologize publicly when you have been unkind publicly (e.g., when you have said something unkind or unprofessional to an individual or group in a Slack channel). No ego Don’t defend a point to win an argument or double-down on a mistake. You are not your work; you don’t have to defend your point. You do have to search for the right answer with help from others. See others succeed A candidate who has talked to a lot of people inside GitLab said that, compared to other companies, one thing stood out the most: everyone here mentioned wanting to see each other succeed. Don’t let each other fail Keep an eye out for others who may be struggling or stuck. If you see someone who needs help, reach out and assist. This might involve offering to pair program or setting up a sync brainstorming session. The goal is to connect them with someone else who can provide expertise or assistance. We are a team, so we succee"
https://handbook.gitlab.com/handbook/values/,11,"ering to pair program or setting up a sync brainstorming session. The goal is to connect them with someone else who can provide expertise or assistance. We are a team, so we succeed and shine together by supporting each other! People are not their work Always make suggestions about examples of work, not the person. Say “You didn’t respond to my feedback about the design” instead of “You never listen”. And, when receiving feedback, keep in mind that feedback is the best way to improve, and that others giving you feedback want to see you succeed. Do it yourself Our collaboration value is about helping each other when we have questions, need critique, or need help. No need to brainstorm, wait for consensus, or do with two what you can do yourself . The Bolt Handbook refers to this as the Founder Mentality , where all team members should approach the problem as if they own the company. Blameless problem solving Investigate mistakes in a way that focuses on the situational aspects of a failure’s mechanism and the decision-making process that led to the failure, rather than cast blame on a"
https://handbook.gitlab.com/handbook/values/,12,"Investigate mistakes in a way that focuses on the situational aspects of a failure’s mechanism and the decision-making process that led to the failure, rather than cast blame on a person or team. We hold blameless root cause analyses and retrospectives for stakeholders to speak up without fear of punishment or retribution. Short toes People joining the company frequently say, “I don’t want to step on anyone’s toes.” At GitLab, we should be more accepting of people taking initiative in trying to improve things. As companies grow, their speed of decision-making goes down since there are more people involved. We should counteract that by having short toes and feeling comfortable letting others contribute to our domain. For example, pointed, respectful feedback to a proposal by GitLab’s CEO led to his own merge request being closed. However, it is not required to respond to comments. It’s impossible to know everything We know we must rely on others for the expertise they have that we don’t. It’s OK to admit you don’t know something and to ask for help, even if doing so makes you feel vu"
https://handbook.gitlab.com/handbook/values/,13,"erything We know we must rely on others for the expertise they have that we don’t. It’s OK to admit you don’t know something and to ask for help, even if doing so makes you feel vulnerable. It is never too late to ask a question, and by doing so, you can get the information you need to produce results and to strengthen your own skills as well as GitLab as a whole. After your question is answered, please document the answer so that it can be shared . Don’t display surprise when people say they don’t know something, as it is important that everyone feels comfortable saying “I don’t know” and “I don’t understand.” (As inspired by Recurse .) Collaboration is not consensus When collaborating, it is always important to stay above radar and work transparently , but collaboration is not consensus and disagreement is part of collaboration. You don’t need to ask people for their input, and they shouldn’t ask you “Why didn’t you ask me?”. You don’t have to wait for people to provide input, if you did ask them. You don’t need to have everyone agreeing to the same thing - they can disagree, commi"
https://handbook.gitlab.com/handbook/values/,14,"didn’t you ask me?”. You don’t have to wait for people to provide input, if you did ask them. You don’t need to have everyone agreeing to the same thing - they can disagree, commit, and advocate . Two-way doors decisions can be reversed as part of disagree, commit, and advocate , while one-way door decisions benefit from more input. Recognize these reversible two-way door decisions for when less input is required to iterate faster. We believe in permissionless innovation — you don’t need to involve people, but everyone can contribute. This is core to how we iterate , since we want smaller teams moving quickly rather than large teams achieving consensus slowly. 📈 Results for Customers We exist to help our customers achieve more. Everything we do should be in service of making our customers successful with GitLab. Results for Customers is at the top of our values hierarchy, as our customers achieving results drives overall business performance that enables everything else. The Results for Customers value is displayed through the following operating principles: Set Ambitious & Measurab"
https://handbook.gitlab.com/handbook/values/,15,"drives overall business performance that enables everything else. The Results for Customers value is displayed through the following operating principles: Set Ambitious & Measurable goals While we iterate with small changes, we strive for large, ambitious results. We have an ambitious mission and vision , and we aim to be the best in the world across all our functions. Setting ambitious, measurable goals enables us to best deliver customer results. We agree in writing on measurable goals. We have and report against KPIs with guiding targets. Understand our customers All GitLab team members should understand our customers’ needs, issues, and value propositions. We understand how they use GitLab and what they need from a platform in order to meet their goals. Internally facing teams consider the impact of their work as it pertains indirectly to GitLab’s customers. We better understand customers and their needs through: Reviewing public facing GitLab issues from our customers and users Dogfooding our product to understand the user experience Reading customer stories from Marketing and"
https://handbook.gitlab.com/handbook/values/,16,"ds through: Reviewing public facing GitLab issues from our customers and users Dogfooding our product to understand the user experience Reading customer stories from Marketing and Sales Attending Customer fireside chats Learning feedback from our customers and users on product features and roadmap Co-create We create together with our customers. There is an open dialogue between GitLab and our customers so that we can better identify what they need. As a result of building a solution for them, we can also bring that solution to the world. Keep end users in sight Our focus is to increase customer results. At GitLab, one way to drive customer results is through platform enhancements that drive the most value for direct users. This requires being aware of the Concur effect . Arvind Narayanan , a Princeton Professor, described his frustration with Blackboard in a viral Tweet: It has every feature ever dreamed up. But like anything designed by a committee, the interface is incoherent and any task requires at least fifteen clicks (and that’s if you even remember the correct sequence the fi"
https://handbook.gitlab.com/handbook/values/,17,"p. But like anything designed by a committee, the interface is incoherent and any task requires at least fifteen clicks (and that’s if you even remember the correct sequence the first time). Software companies can be breathtakingly clueless when there’s a layer of indirection between them and their users. Everyone who’s suffered through Blackboard will have the same reaction to this: try having less functionality! Ryan Falor followed up on Narayanan’s tweet with his definition of the Concur Effect: decision makers are not direct users features are overwhelming and disjointed user experience gets worse over time See the Hacker News discussion for a specific UX example. At GitLab, we want to drive customer results through focusing on platform enhancements that drive the most value for direct users. Customer results are more important than: What we plan to make . If we focus only on our own plans, we would have only GitLab.com and no self-managed delivery of GitLab. This does not mean that we will agree to every feature request, but we won’t let existing plans be an obstacle to working"
https://handbook.gitlab.com/handbook/values/,18,"e only GitLab.com and no self-managed delivery of GitLab. This does not mean that we will agree to every feature request, but we won’t let existing plans be an obstacle to working on what will drive the most customer value. Large customer requests . Catering to requests from large customers leads to the innovator’s dilemma , we need to also focus on results for small and future customers. Our existing scope . For example, when customers asked for better integrations and complained about integration costs and effort, we responded by expanding our scope to create a single application for the DevOps lifecycle. Our assumptions . Every company works differently, so we can’t assume that what works well for us will support our customers’ needs. When we have an idea, we must directly validate our assumptions with multiple customers to ensure we create scalable, highly relevant solutions. What we control . We strive to provide the best possible experience for each of our customers, and take responsibility for all of the aspects that we can reasonably control. Measure impact, not activity We c"
https://handbook.gitlab.com/handbook/values/,19,"to provide the best possible experience for each of our customers, and take responsibility for all of the aspects that we can reasonably control. Measure impact, not activity We care about what you achieve: the code you shipped, the needle you moved, the user you made happy, and the team member you helped. Someone who took the afternoon off shouldn’t feel like they did something wrong, unless it negatively impacted a goal or result they were responsible for. You don’t have to defend how you spend your day if you are performing and delivering against expectations. We trust team members to do the right thing instead of having rigid rules. We trust team members to show up and do their best work. Do not incite competition by proclaiming how many hours you worked yesterday. If you are working too many hours, talk to your manager to discuss solutions. Dogfooding We use our own product in the way our users do to surface improvements that will lead to better customer results . GitLab is a DevSecOps Platform that can be used by people throughout the business. This is how we use it within Git"
https://handbook.gitlab.com/handbook/values/,20,"surface improvements that will lead to better customer results . GitLab is a DevSecOps Platform that can be used by people throughout the business. This is how we use it within GitLab. For example, our engineering team uses Duo Agent Platform as part of our standard development process - this gives team members a great understanding of the customer experience. We also dogfood in the following ways: Our development organization uses GitLab.com to manage the DevOps lifecycle of GitLab itself. All team members use GitLab to collaborate on this handbook. We capture content and processes in Git repos and manage them with GitLab. When something breaks, doesn’t work well, or needs improvement, we are more likely to notice it internally and address it before it impacts our larger community. Give agency We give people agency to focus on what they think is most beneficial. If a meeting doesn’t seem interesting and someone’s active participation is not critical to the outcome of the meeting, they can always opt to not attend, or during a video call they can work on other things if they want. St"
https://handbook.gitlab.com/handbook/values/,21,"meone’s active participation is not critical to the outcome of the meeting, they can always opt to not attend, or during a video call they can work on other things if they want. Staying in the call may still make sense even if you are working on other tasks, so other peers can ping you and get fast answers when needed. This is particularly useful in multi-purpose meetings where you may be involved for just a few minutes. Challenger mindset Challenging the status quo can lead to remarkable results - we must never stop. A challenger mindset requires that we continually ask ourselves bold, difficult questions about our business and the problems we solve, while resisting complacency. To succeed we must innovate and delight our customers with the value of the products we build. A challenger mindset requires a relentless pursuit of excellence - we must be tenacious . Each win for our customers builds reputational capital we can use to earn the trust of prospects in a competitive market. While competition is a feature of capitalism, internally as GitLab team members, we must focus our effor"
https://handbook.gitlab.com/handbook/values/,22,"capital we can use to earn the trust of prospects in a competitive market. While competition is a feature of capitalism, internally as GitLab team members, we must focus our efforts inwardly on achieving our very best results for customers to win market share. Growth mindset You don’t always get results and this will lead to criticism from yourself and/or others. We believe our talents can be developed through hard work, targeted training, learning from others, on-the-job experience, and receiving input from others. It is in our DNA as a company and individuals to look for opportunity, stay humble, and never settle. We try to hire people based on their trajectory, not their pedigree . We also strive to foster a culture of curiosity and continuous learning where team members are provided and proactively seek out opportunities to grow themselves and their careers. We believe that with the right expectations and direction, people can grow to take on new challenges and surpass expectations. Cross-functional optimization Our definition of cross-functional optimization is that you do what"
https://handbook.gitlab.com/handbook/values/,23,"and direction, people can grow to take on new challenges and surpass expectations. Cross-functional optimization Our definition of cross-functional optimization is that you do what is best for the organization as a whole. Don’t optimize for the goals of your team when it negatively impacts the goals of other teams, our users, and/or the company. Those goals are also your problem and your job. For example, you may have set a non-urgent functional milestone that is supposed to land at the end of the quarter. If delivering within the last week requires engagement from the GTM teams , the right decision may be to push your own team’s target by a week to reduce the ask for the GTM team as the GTM focuses on meeting its revenue objectives. In the context of collaboration , if anyone is blocked by you on a question, your approval, or a merge request review, you should prioritize unblocking them, either directly or through helping them find someone else who can. Embrace Tenacity We refer to this as “persistence of purpose”. As talked about in The Influence Blog , tenacity is the ability to d"
https://handbook.gitlab.com/handbook/values/,24,"through helping them find someone else who can. Embrace Tenacity We refer to this as “persistence of purpose”. As talked about in The Influence Blog , tenacity is the ability to display commitment to what you believe in. You keep picking yourself up, dusting yourself off, and quickly get going again having learned a little more. We value the ability to maintain focus and motivation when work is tough and asking for help when needed. Have Ownership & Accountability We expect team members to complete tasks that they are assigned. You are responsible for executing with attention to detail, connecting the dots across the organization and anticipating and solving problems. As an owner, you are responsible for overcoming challenges, not suppliers or other team members. Take initiative and proactively inform stakeholders when there is something you might not be able to solve. Sense of urgency Time gained or lost has compounding effects. Try to get the results as fast as possible, but without compromising our other values and ways we communicate , so the compounding of results can begin and"
https://handbook.gitlab.com/handbook/values/,25,"has compounding effects. Try to get the results as fast as possible, but without compromising our other values and ways we communicate , so the compounding of results can begin and we can focus on the next improvement. Operate with a bias for action It’s important that we keep our focus on action, and don’t fall into the trap of analysis paralysis or sticking to a slow, quiet path without risk. Decisions should be thoughtful, but delivering fast results requires the fearless acceptance of occasionally making mistakes; our bias for action also allows us to course correct quickly. Try to get results as fast as possible, but without compromising our other values and ways of working Disagree, commit, and advocate When a decision is in place, we expect people to commit to executing it. Any past decisions and guidelines are open to questioning as long as you act in accordance with them until they are changed. This is a common principle . Every decision can be changed; our best decision was one that changed an earlier one . In a manager-report relationship, usually the report is the Directl"
https://handbook.gitlab.com/handbook/values/,26,"s is a common principle . Every decision can be changed; our best decision was one that changed an earlier one . In a manager-report relationship, usually the report is the Directly Responsible Individual (DRI). The manager may disagree with the final decision, but they still commit to the decision of the DRI. In a group setting, participants may disagree with a proposal but not articulate their views for one reason or another. Sometimes, many or all individuals may disagree yet choose not to speak up , because no one believes they would get agreement from the group. As a result, everyone loses out on their feedback. Dissent is expression of that disagreement. However, it can be difficult and even socially expensive. Expression of feedback is a way for everyone to grow and learn, and is based on facts rather than opinions . Share your perspective, rather than agreeing simply to avoid conflict or to go along with everyone else. When you want to reopen the conversation on something, show that your argument is informed by previous conversations and assume the decision was made with the"
https://handbook.gitlab.com/handbook/values/,27,"with everyone else. When you want to reopen the conversation on something, show that your argument is informed by previous conversations and assume the decision was made with the best intent . You have to achieve results on every decision while it stands, even when you are trying to have it changed. You should communicate with the DRI who can change the decision instead of someone who can’t. Escalate to unblock If there is a disagreement and you can’t move forward because of it, agree to escalate and escalate to one or both of your managers. Early escalation, delivered with context of the challenge, enables managers to function as an unblocker. ⏱️ Efficiency At GitLab, efficiency means producing results without wasting materials, time, or energy. We optimize solutions globally for the broader GitLab community over one person or a small group. Focus on efficiency should be global in nature, not just local to a given function. Global efficiency could include efficiency with customers, candidates, and contributors as well. It is easy to prioritize consistency over efficiency because co"
https://handbook.gitlab.com/handbook/values/,28,"o a given function. Global efficiency could include efficiency with customers, candidates, and contributors as well. It is easy to prioritize consistency over efficiency because consistency is often more efficient initially and makes managing processes more efficient. We should slow down when optimizing for consistency. Taking a company-wide lens when evaluating changes will help ensure that new processes will improve efficiency for GitLab as a whole and be the best decision for the company as a whole. When we work internally with other team members, we leverage GitLab’s unique working practices and operating principles to achieve top efficiency. We do not expect people outside of GitLab to conform to GitLab’s ways of working, and we will make accommodations to work effectively with them. For example, we may collaborate heavily in-person and not default to async communications. Only Healthy Constraints Most companies regress to the mean and slow down over time. While some changes are required as a company grows and matures, not all change is inevitable or should be allowed to passive"
https://handbook.gitlab.com/handbook/values/,29,"companies regress to the mean and slow down over time. While some changes are required as a company grows and matures, not all change is inevitable or should be allowed to passively happen. As GitLab grows, we are conscious of how we operate and how it enables our ability to continue to operate with the agility of a startup . We try to limit ourselves to healthy constraints . Write things down We document everything: in the handbook, in meeting notes, in issues. We do that because “ the faintest pencil is better than the sharpest memory .” It is far more efficient to read a document at your convenience than to have to ask and explain. Having something in version control also lets everyone contribute suggestions to improve it. Boring solutions Use the simplest and most boring solution for a problem, and remember that “boring” should not be conflated with “bad” or “technical debt.” The speed of innovation for our organization and product is constrained by the total complexity we have added so far, so every little reduction in complexity helps. Don’t pick an interesting technology just"
https://handbook.gitlab.com/handbook/values/,30,"r our organization and product is constrained by the total complexity we have added so far, so every little reduction in complexity helps. Don’t pick an interesting technology just to make your work more fun; using established, popular tech will ensure a more stable and more familiar experience for you and other contributors. Make a conscious effort to recognize the constraints of others within the team. For example, sales is hard because you are dependent on another organization, and development is hard because you have to preserve the ability to quickly improve the product in the future. Self-service and self-learning Team members should first search for their own answers and, if an answer is not readily found or the answer is not clear, ask in public as we all should have a low level of shame . Write down any new information discovered and pay it forward so that those coming after will have better efficiency built on top of practicing collaboration, inclusion, and documenting the results. Team members have more room to grow themselves when they are able to self-service and self-le"
https://handbook.gitlab.com/handbook/values/,31,"ency built on top of practicing collaboration, inclusion, and documenting the results. Team members have more room to grow themselves when they are able to self-service and self-learn. Efficiency for the right group Optimize solutions globally for the broader GitLab community. As an example, it may be best to discard a renewal process that requires thousands of customers to each spend two hours in favor of one that only takes sixty seconds, even when it may make a monthly report less efficient internally! In a decision, ask yourself “For whom does this need to be most efficient?” Quite often, the answer may be your users, contributors, customers, or team members that are dependent upon your decision. Be respectful of others’ time Consider the time investment you are asking others to make with meetings and a permission process. Try to avoid meetings, and if one is necessary, try to make attendance optional for as many people as possible. Any meeting should have an agenda linked from the invite, and you should document the outcome. Instead of having people ask permission, trust their j"
https://handbook.gitlab.com/handbook/values/,32,"or as many people as possible. Any meeting should have an agenda linked from the invite, and you should document the outcome. Instead of having people ask permission, trust their judgment and offer a consultation process if they have questions. Spend company money like it’s your own Every dollar we spend will have to be earned back. Be as frugal with company money as you are with your own. In saying this, we ask team members to weigh the cost of purchases against the value that they will bring to the company. Consider the degree to which a purchase increases your ability to better accomplish your work and achieve business results relative to cost. Lowering overhead reduces the cost to operate the business and lets us shift spend toward other priority areas. We have guidelines around this operating principle to help team members better understand our expensing process and expectations. Frugality Amazon states it best with: “Accomplish more with less. Constraints breed resourcefulness, self-sufficiency, and invention. There are no extra points for growing headcount, budget size, or fix"
https://handbook.gitlab.com/handbook/values/,33,"s it best with: “Accomplish more with less. Constraints breed resourcefulness, self-sufficiency, and invention. There are no extra points for growing headcount, budget size, or fixed expense.” Short verbal answers Give short answers to verbal questions so the other party has the opportunity to ask more or move on. Keep broadcasts short Keep one-to-many written communication short, as mentioned in this HBR study : “A majority say that what they read is frequently ineffective because it’s too long, poorly organized, unclear, filled with jargon, and imprecise.” Managers of one We want each team member to be a manager of one who doesn’t need daily check-ins to achieve their goals. Team members are given the freedom to own projects and initiatives and are trusted to see them through to a successful end. When team members are managers of one they can have an increased work/life balance, because they are more empowered to make decisions around how they allocate their time throughout each day. Freedom and responsibility over rigidity When possible, we give people the responsibility to make a"
https://handbook.gitlab.com/handbook/values/,34,"wered to make decisions around how they allocate their time throughout each day. Freedom and responsibility over rigidity When possible, we give people the responsibility to make a decision and hold them accountable for that, instead of imposing rules and approval processes. You should have clear objectives and the freedom to work on them as you see fit. Freedom and responsibility are more efficient than rigidly following a process, or creating interdependencies , because they enable faster decision velocity and higher rates of iteration . When team members have freedom and responsibility over rigidity, they have more room to help others. Accept mistakes Not every problem should lead to a new process to prevent them. Additional processes make all actions more inefficient; a mistake only affects one. Once you have accepted the mistake, learn from it. When team members are free to accept mistakes, they can take more calculated risks. Move fast by shipping the minimal valuable change We value constant improvement by iterating quickly, month after month. If a task is not the smallest via"
https://handbook.gitlab.com/handbook/values/,35,"ke more calculated risks. Move fast by shipping the minimal valuable change We value constant improvement by iterating quickly, month after month. If a task is not the smallest viable and valuable thing , cut the scope. Embrace change Adoption of features, user requirements, and the competitive landscape change frequently and rapidly. The most successful companies adapt their roadmap and their organization quickly to keep pace. One of the things that makes this challenging is the impact on our team. People may need to change teams, subject matter, or even who manages them. This can rightly feel disruptive. If we coach ourselves to embrace the positive aspects of change, such as increased opportunity and new things to learn, we can move faster as a company and increase our odds of success. It is important to hold management accountable for being deliberate . 🌐 Diversity, Inclusion & Belonging Diversity, inclusion and belonging are fundamental to the success of GitLab. We aim to make a significant impact in our efforts to foster an environment where everyone can thrive. We are designin"
https://handbook.gitlab.com/handbook/values/,36,"usion and belonging are fundamental to the success of GitLab. We aim to make a significant impact in our efforts to foster an environment where everyone can thrive. We are designing a multidimensional approach to ensure that GitLab is a place where people from every background and circumstance feel like they belong and can contribute. We actively chose to build a culture that is inclusive and supports all team members equally in the process of achieving their professional goals. We work to make everyone feel welcome and to increase the participation of underrepresented groups in our community and company. Bias towards asynchronous communication Take initiative to operate asynchronously whenever possible. This shows care and consideration for those who may not be in the same time zone, are traveling outside of their usual time zone, or are structuring their day around pressing commitments at home or in their community. This is demonstrated by communicating recordings of meetings , using GitLab Issues and Merge Requests rather than texts, calls, or Slack messages, and being sensitive t"
https://handbook.gitlab.com/handbook/values/,37,"community. This is demonstrated by communicating recordings of meetings , using GitLab Issues and Merge Requests rather than texts, calls, or Slack messages, and being sensitive to local holidays and vacation statuses. Encourage others to default to documentation rather than pressuring others to be online outside of their working hours. Embracing uncomfortable ideas and conversations Part of embracing diversity is a willingness to embrace often uncomfortable conversations and situations. This concept is also at the core of inclusion and helping to eliminate the problems that are faced by certain GitLab team members who may not be in the majority. We believe that being willing to embrace discomfort is the path forward to a safe, balanced and inclusive work place for all. Challenge yourself, challenge your own pre-set notions and ideas about different cultures or things you don’t understand. When we are willing to embrace being uncomfortable, we can focus on actually fixing the issues at hand rather than simply “appearing to care”. Understanding the impact of microaggressions Microagg"
https://handbook.gitlab.com/handbook/values/,38,"ing to embrace being uncomfortable, we can focus on actually fixing the issues at hand rather than simply “appearing to care”. Understanding the impact of microaggressions Microaggressions are much more than merely rude or insensitive comments. They can wear people down by slowly chipping away their sense of belonging/safety/inclusion over time. What is a microaggression? Microaggressions are the subtle and overt harmful behaviors we all encounter and, often unknowingly, inflict in our day-to-day interactions — and that, over time, erode a sense of safety, belonging, and our ability to contribute. While microaggressions can affect anyone, they can impact underrecognized groups more acutely. At GitLab we believe that everyone is entitled to a safe working space where they can express who they are and participate in conversations without worry of being spoken to in a harmful way, given that we want to encourage everyone to be mindful of what is a microaggression and be mindful of their potential impact. Seek diverse perspectives We believe that team members seeking feedback from a dive"
